date, Linc,  L2025,  L2030,  L2035,  L2040,  L2045,  L2050,  L2055,  L2060,  L2065,  G,  F,  C,  S,  I
2019-10-04, 20.699300, , 32.863400, , 35.855400, , 20.787200, , , , 16.280900, 19.839300, 42.987700, 51.160200, 29.686000
2019-10-03, 20.651900, , 32.659000, , 35.591100, , 20.613800, , , , 16.280200, 19.815600, 42.385200, 50.631500, 29.558700
2019-10-02, 20.626500, , 32.557900, , 35.460700, , 20.528500, , , , 16.279400, 19.752000, 42.039300, 50.244000, 29.599800
2019-10-01, 20.696400, , 32.879500, , 35.879500, , 20.804900, , , , 16.278700, 19.721000, 42.806100, 50.831400, 30.099000
2019-09-30, 20.738100, , 33.079300, , 36.141600, , 20.979400, , , , 16.278000, 19.687200, 43.335800, 51.702800, 30.240700
2019-09-27, 20.726800, , 33.037000, , 36.087700, , 20.944400, , , , 16.275800, 19.678900, 43.116000, 51.488400, 30.341100
2019-09-26, 20.738900, , 33.098200, , 36.168800, , 20.998900, , , , 16.275100, 19.665900, 43.340300, 51.978900, 30.273200
2019-09-25, 20.739900, , 33.115200, , 36.193000, , 21.016400, , , , 16.274400, 19.614300, 43.443200, 52.354600, 30.181200
2019-09-24, 20.739300, , 33.097200, , 36.167800, , 20.998300, , , , 16.273600, 19.715900, 43.177400, 51.883800, 30.432900
2019-09-23, 20.760400, , 33.208500, , 36.315400, , 21.097800, , , , 16.272900, 19.654600, 43.540500, 52.638800, 30.404700
2019-09-20, 20.762500, , 33.233800, , 36.350100, , 21.121700, , , , 16.270800, 19.606000, 43.544400, 52.645000, 30.541400
2019-09-19, 20.773600, , 33.291100, , 36.425100, , 21.171400, , , , 16.270000, 19.582500, 43.756800, 52.789400, 30.556800
2019-09-18, 20.765100, , 33.259800, , 36.385200, , 21.145700, , , , 16.269300, 19.555400, 43.753400, 52.884800, 30.417600
2019-09-17, 20.765600, , 33.271000, , 36.401600, , 21.157800, , , , 16.268600, 19.523800, 43.738200, 53.115600, 30.446200
2019-09-16, 20.753900, , 33.224700, , 36.342200, , 21.119200, , , , 16.267900, 19.499800, 43.625700, 53.122000, 30.370600
2019-09-13, 20.766100, , 33.297600, , 36.437600, , 21.182300, , , , 16.265700, 19.436400, 43.761300, 52.879500, 30.646900
2019-09-12, 20.762000, , 33.263600, , 36.392100, , 21.151200, , , , 16.265000, 19.541500, 43.781400, 52.920300, 30.418200
2019-09-11, 20.750200, , 33.204200, , 36.314900, , 21.100000, , , , 16.264300, 19.593100, 43.648900, 52.906200, 30.273800
2019-09-10, 20.716200, , 33.046600, , 36.108000, , 20.962000, , , , 16.263600, 19.611000, 43.333200, 52.146300, 30.082500
2019-09-09, 20.716300, , 33.033200, , 36.088600, , 20.947400, , , , 16.262900, 19.701800, 43.317900, 51.869500, 30.062000
2019-09-06, 20.716000, , 33.027400, , 36.080400, , 20.941100, , , , 16.260700, 19.767700, 43.318600, 51.700900, 30.049400
2019-09-05, 20.705500, , 32.988100, , 36.030600, , 20.909200, , , , 16.260000, 19.737400, 43.277200, 51.816600, 29.911600
2019-09-04, 20.659600, , 32.764900, , 35.739000, , 20.715500, , , , 16.259300, 19.846200, 42.711900, 51.072300, 29.649500
2019-09-03, 20.611500, , 32.551800, , 35.462300, , 20.533300, , , , 16.258600, 19.831800, 42.249700, 50.554700, 29.331200
2019-08-30, 20.632000, , 32.662100, , 35.608300, , 20.631300, , , , 16.255700, 19.794800, 42.540300, 51.162300, 29.395800
2019-08-29, 20.618100, , 32.609400, , 35.541100, , 20.587600, , , , 16.253800, 19.777100, 42.507600, 51.166100, 29.217000
2019-08-28, 20.574100, , 32.407600, , 35.278400, , 20.413900, , , , 16.252900, 19.814600, 41.968100, 50.406200, 29.064100
2019-08-27, 20.555900, , 32.332500, , 35.181500, , 20.350300, , , , 16.251900, 19.790600, 41.693300, 50.034100, 29.121700
2019-08-26, 20.556200, , 32.349000, , 35.205300, , 20.367800, , , , 16.251000, 19.729700, 41.827700, 50.530000, 28.971200
2019-08-23, 20.522800, , 32.204700, , 35.019000, , 20.245400, , , , 16.248100, 19.752600, 41.368500, 50.101700, 28.910500
2019-08-22, 20.603400, , 32.586700, , 35.517400, , 20.575500, , , , 16.247200, 19.672200, 42.469600, 51.436900, 29.172500
2019-08-21, 20.611800, , 32.622300, , 35.563800, , 20.606000, , , , 16.246300, 19.706200, 42.490400, 51.502600, 29.274100
2019-08-20, 20.580000, , 32.479600, , 35.378400, , 20.483700, , , , 16.245300, 19.717700, 42.140700, 51.074700, 29.111200
2019-08-19, 20.600500, , 32.581900, , 35.511900, , 20.572000, , , , 16.244400, 19.676400, 42.473900, 51.393200, 29.161200
2019-08-16, 20.554300, , 32.375500, , 35.245200, , 20.396600, , , , 16.241500, 19.735800, 41.963700, 50.928600, 28.886900
2019-08-15, 20.497800, , 32.124200, , 34.918600, , 20.181100, , , , 16.240600, 19.735500, 41.360100, 49.965000, 28.655900
2019-08-14, 20.485100, , 32.080300, , 34.863500, , 20.146100, , , , 16.239700, 19.682100, 41.250600, 50.051700, 28.587000
2019-08-13, 20.590100, , 32.571300, , 35.502900, , 20.568800, , , , 16.238700, 19.598200, 42.483600, 51.517200, 29.143800
2019-08-12, 20.551200, , 32.391800, , 35.269900, , 20.415200, , , , 16.237800, 19.641800, 41.863200, 50.968100, 29.106500
2019-08-09, 20.587500, , 32.583100, , 35.521900, , 20.583600, , , , 16.234900, 19.548700, 42.362900, 51.702700, 29.310600
2019-08-08, 20.613300, , 32.701300, , 35.676600, , 20.686300, , , , 16.234000, 19.564000, 42.638400, 52.263400, 29.402600
2019-08-07, 20.543900, , 32.386600, , 35.267200, , 20.415800, , , , 16.233000, 19.591400, 41.842100, 51.170100, 29.104300
2019-08-06, 20.529300, , 32.332700, , 35.198100, , 20.370900, , , , 16.232100, 19.538100, 41.808900, 51.060600, 28.962100
2019-08-05, 20.493300, , 32.173200, , 34.991100, , 20.234400, , , , 16.231200, 19.533100, 41.267500, 50.451600, 28.968600
2019-08-02, 20.602200, , 32.696600, , 35.675800, , 20.688800, , , , 16.228300, 19.436600, 42.533600, 52.007600, 29.648400
2019-08-01, 20.637300, , 32.864800, , 35.896900, , 20.836300, , , , 16.227400, 19.418100, 42.841500, 52.649900, 29.930300
2019-07-31, 20.656000, , 32.977100, , 36.046800, , 20.938000, , , , 16.226400, 19.292500, 43.226800, 53.402500, 29.925900
2019-07-30, 20.697400, , 33.175100, , 36.305800, , 21.109700, , , , 16.225500, 19.264800, 43.700900, 53.855000, 30.222700
2019-07-29, 20.710400, , 33.234800, , 36.382400, , 21.159300, , , , 16.224600, 19.273900, 43.809900, 53.558700, 30.439100
2019-07-26, 20.714000, , 33.267200, , 36.427300, , 21.190600, , , , 16.221700, 19.247200, 43.880200, 53.898400, 30.452700
2019-07-25, 20.694300, , 33.179300, , 36.312200, , 21.114000, , , , 16.220800, 19.248500, 43.558500, 53.366400, 30.519500
2019-07-24, 20.717500, , 33.286200, , 36.452800, , 21.207800, , , , 16.219800, 19.271500, 43.788700, 53.895800, 30.619900
2019-07-23, 20.694400, , 33.186100, , 36.321200, , 21.119800, , , , 16.218900, 19.243900, 43.582700, 53.170900, 30.580100
2019-07-22, 20.670400, , 33.075900, , 36.177400, , 21.024400, , , , 16.217900, 19.267200, 43.285700, 52.801900, 30.478300
2019-07-19, 20.662200, , 33.051400, , 36.147400, , 21.005600, , , , 16.215100, 19.253200, 43.162100, 52.804800, 30.512100
2019-07-18, 20.679900, , 33.134700, , 36.256300, , 21.077700, , , , 16.214200, 19.259500, 43.428900, 53.080000, 30.539400
2019-07-17, 20.665100, , 33.074400, , 36.178200, , 21.026400, , , , 16.213200, 19.235400, 43.269300, 52.903200, 30.494200
2019-07-16, 20.680500, , 33.158600, , 36.289100, , 21.100500, , , , 16.212300, 19.175000, 43.553400, 53.153300, 30.550600
2019-07-15, 20.692600, , 33.213000, , 36.359900, , 21.147000, , , , 16.211300, 19.200300, 43.700800, 53.247300, 30.606500
2019-07-12, 20.687300, , 33.202800, , 36.348700, , 21.140700, , , , 16.208500, 19.181700, 43.693000, 53.384100, 30.556200
2019-07-11, 20.669200, , 33.124600, , 36.246500, , 21.072900, , , , 16.207500, 19.167700, 43.488200, 52.982000, 30.526800
2019-07-10, 20.665100, , 33.101400, , 36.216700, , 21.053400, , , , 16.206600, 19.219900, 43.389000, 53.067400, 30.482100
2019-07-09, 20.650200, , 33.037500, , 36.134200, , 20.999400, , , , 16.205700, 19.217800, 43.193500, 52.973300, 30.427900
2019-07-08, 20.653000, , 33.048800, , 36.148700, , 21.008600, , , , 16.204700, 19.242400, 43.127000, 52.806400, 30.574900
2019-07-05, 20.671900, , 33.150200, , 36.283300, , 21.099000, , , , 16.201900, 19.224200, 43.335500, 53.247600, 30.721700
2019-07-03, 20.689200, , 33.220400, , 36.374000, , 21.157800, , , , 16.200000, 19.313300, 43.410000, 53.169400, 30.932600
2019-07-02, 20.657000, , 33.081000, , 36.192600, , 21.038100, , , , 16.199000, 19.283100, 43.069600, 52.707800, 30.797700
2019-07-01, 20.643000, , 33.031000, , 36.129600, , 20.998100, , , , 16.198100, 19.229500, 42.941800, 52.830200, 30.711600
2019-06-28, 20.616100, , 32.907000, , 35.968400, , 20.891600, , , , 16.197100, 19.251900, 42.614400, 52.543300, 30.564800
2019-06-27, 20.586400, , 32.781300, , 35.804800, , 20.783200, , , , 16.194100, 19.241900, 42.368700, 51.929500, 30.428800
2019-06-26, 20.559500, , 32.667300, , 35.655200, , 20.683300, , , , 16.193100, 19.189800, 42.200900, 51.145100, 30.320400
2019-06-25, 20.572500, , 32.722500, , 35.727100, , 20.730600, , , , 16.192100, 19.238500, 42.253200, 51.257900, 30.460200
2019-06-24, 20.598000, , 32.844800, , 35.886800, , 20.836300, , , , 16.191100, 19.231800, 42.658500, 51.674200, 30.487700
2019-06-21, 20.594400, , 32.852200, , 35.900200, , 20.847700, , , , 16.188100, 19.169500, 42.732100, 52.194000, 30.362500
2019-06-20, 20.609700, , 32.917600, , 35.986300, , 20.905000, , , , 16.187100, 19.228200, 42.783800, 52.581200, 30.476900
2019-06-19, 20.564800, , 32.723600, , 35.735400, , 20.740600, , , , 16.186200, 19.181100, 42.378500, 52.277100, 30.145800
2019-06-18, 20.539100, , 32.617500, , 35.598200, , 20.650500, , , , 16.185200, 19.133100, 42.252400, 52.045500, 29.896100
2019-06-17, 20.495200, , 32.425900, , 35.349600, , 20.486700, , , , 16.184200, 19.096600, 41.844400, 51.477400, 29.637700
2019-06-14, 20.490700, , 32.416800, , 35.338600, , 20.479600, , , , 16.181200, 19.086300, 41.805300, 51.261000, 29.703800
2019-06-13, 20.504600, , 32.484700, , 35.428300, , 20.539700, , , , 16.180200, 19.093800, 41.867000, 51.627300, 29.848800
2019-06-12, 20.492800, , 32.439400, , 35.369600, , 20.501000, , , , 16.179200, 19.056800, 41.683800, 51.216500, 29.961400
2019-06-11, 20.501100, , 32.482700, , 35.426200, , 20.538400, , , , 16.178200, 19.045700, 41.768200, 51.231000, 30.068600
2019-06-10, 20.492000, , 32.445900, , 35.379300, , 20.508100, , , , 16.177200, 19.040100, 41.780900, 51.384300, 29.863500
2019-06-07, 20.474100, , 32.367000, , 35.277000, , 20.440400, , , , 16.174200, 19.084200, 41.586900, 51.065500, 29.783000
2019-06-06, 20.425200, , 32.157700, , 35.007000, , 20.263700, , , , 16.173200, 19.033100, 41.151100, 50.694600, 29.442200
2019-06-05, 20.408700, , 32.087400, , 34.917200, , 20.205500, , , , 16.172200, 19.033600, 40.889100, 50.644800, 29.424800
2019-06-04, 20.383100, , 31.976500, , 34.775000, , 20.112800, , , , 16.171200, 19.034200, 40.553100, 50.474400, 29.340500
2019-06-03, 20.304400, , 31.617000, , 34.308300, , 19.804900, , , , 16.170300, 19.073200, 39.700400, 49.206400, 28.963000
2019-05-31, 20.297600, , 31.607600, , 34.297900, , 19.798900, , , , 16.166900, 19.012700, 39.809900, 49.197300, 28.850700
2019-05-30, 20.332800, , 31.784100, , 34.527800, , 19.951000, , , , 16.165800, 18.934700, 40.334400, 49.727900, 28.985100
2019-05-29, 20.327600, , 31.768800, , 34.509300, , 19.939800, , , , 16.164700, 18.914100, 40.244200, 49.785400, 29.012800
2019-05-28, 20.364300, , 31.943700, , 34.737400, , 20.090700, , , , 16.163600, 18.892300, 40.524000, 50.179400, 29.404800
2019-05-24, 20.378500, , 32.033000, , 34.855600, , 20.169800, , , , 16.159100, 18.839100, 40.866300, 50.524500, 29.395900
2019-05-23, 20.361800, , 31.954200, , 34.752200, , 20.100700, , , , 16.158000, 18.870700, 40.804500, 50.221700, 29.174700
2019-05-22, 20.404800, , 32.171000, , 35.037100, , 20.290900, , , , 16.156900, 18.785800, 41.292600, 51.132000, 29.448700
2019-05-21, 20.415100, , 32.227800, , 35.112500, , 20.341700, , , , 16.155800, 18.759200, 41.408800, 51.487600, 29.508200
2019-05-20, 20.385900, , 32.094900, , 34.939200, , 20.226800, , , , 16.154700, 18.771000, 41.059100, 50.832700, 29.442500
2019-05-17, 20.408100, , 32.205800, , 35.084800, , 20.323400, , , , 16.151300, 18.789200, 41.337300, 51.252800, 29.540400
2019-05-16, 20.427300, , 32.301200, , 35.210500, , 20.407600, , , , 16.150200, 18.779000, 41.575800, 51.860000, 29.574900
2019-05-15, 20.394900, , 32.153700, , 35.019300, , 20.281500, , , , 16.149100, 18.800400, 41.197500, 51.429200, 29.419200
2019-05-14, 20.367900, , 32.042000, , 34.875600, , 20.187700, , , , 16.148000, 18.762600, 40.950200, 51.199600, 29.268000
2019-05-13, 20.332200, , 31.879900, , 34.664100, , 20.047400, , , , 16.146900, 18.770100, 40.619300, 50.545900, 29.054500
2019-05-10, 20.417500, , 32.291500, , 35.202700, , 20.405100, , , , 16.143600, 18.727200, 41.623000, 52.145300, 29.470200
2019-05-09, 20.401500, , 32.223400, , 35.115000, , 20.347700, , , , 16.142400, 18.719900, 41.454300, 52.014600, 29.385100
2019-05-08, 20.421500, , 32.321500, , 35.243100, , 20.432500, , , , 16.141300, 18.706100, 41.566100, 52.101500, 29.687900
2019-05-07, 20.430900, , 32.364500, , 35.299500, , 20.469900, , , , 16.140200, 18.734100, 41.631700, 52.267600, 29.758800
2019-05-06, 20.489400, , 32.646300, , 35.668700, , 20.715400, , , , 16.139100, 18.696100, 42.329700, 53.282600, 30.065500
2019-05-03, 20.503800, , 32.728800, , 35.777300, , 20.787500, , , , 16.135800, 18.669400, 42.516400, 53.312200, 30.252000
2019-05-02, 20.465000, , 32.556800, , 35.552700, , 20.638400, , , , 16.134700, 18.644100, 42.106100, 52.474800, 30.134200
2019-05-01, 20.480700, , 32.624800, , 35.640400, , 20.695600, , , , 16.133600, 18.686500, 42.194000, 52.405400, 30.339200
2019-04-30, 20.497600, , 32.708100, , 35.750000, , 20.768600, , , , 16.132500, 18.681400, 42.513000, 52.892400, 30.269300
2019-04-29, 20.489400, , 32.680300, , 35.715100, , 20.746600, , , , 16.131400, 18.653200, 42.471100, 53.001400, 30.182900
2019-04-26, 20.482900, , 32.656800, , 35.685200, , 20.726700, , , , 16.128000, 18.681600, 42.423900, 52.863400, 30.155800
2019-04-25, 20.460300, , 32.561600, , 35.561300, , 20.644700, , , , 16.126900, 18.647600, 42.224600, 52.397700, 30.073600
2019-04-24, 20.468500, , 32.603800, , 35.617900, , 20.683200, , , , 16.125800, 18.654200, 42.240700, 52.744900, 30.161000
2019-04-23, 20.472100, , 32.632300, , 35.655600, , 20.708500, , , , 16.124700, 18.607000, 42.333500, 52.695200, 30.230600
2019-04-22, 20.440600, , 32.493600, , 35.474600, , 20.588400, , , , 16.123600, 18.584700, 41.960500, 51.964600, 30.195300
2019-04-18, 20.436900, , 32.488600, , 35.470000, , 20.586200, , , , 16.119200, 18.611500, 41.917000, 52.058000, 30.195200
2019-04-17, 20.435900, , 32.493600, , 35.477700, , 20.592100, , , , 16.118100, 18.582500, 41.849300, 52.036900, 30.312200
2019-04-16, 20.442800, , 32.532000, , 35.529700, , 20.627900, , , , 16.117000, 18.577800, 41.941000, 52.538300, 30.273900
2019-04-15, 20.439600, , 32.515700, , 35.508500, , 20.613600, , , , 16.115900, 18.609800, 41.919600, 52.507800, 30.217700
2019-04-12, 20.432300, , 32.496100, , 35.484800, , 20.598900, , , , 16.112500, 18.600200, 41.945200, 52.632800, 30.090400
2019-04-11, 20.410900, , 32.395800, , 35.354300, , 20.512500, , , , 16.111400, 18.636900, 41.665300, 52.352900, 29.990000
2019-04-10, 20.410900, , 32.396500, , 35.355300, , 20.513000, , , , 16.110300, 18.654500, 41.663600, 52.324500, 29.995400
2019-04-09, 20.395200, , 32.330300, , 35.268300, , 20.454800, , , , 16.109200, 18.631900, 41.515500, 51.742400, 30.010100
2019-04-08, 20.413300, , 32.422000, , 35.389400, , 20.535900, , , , 16.108100, 18.611800, 41.756100, 52.267400, 30.054000
2019-04-05, 20.406200, , 32.399900, , 35.362100, , 20.518600, , , , 16.104800, 18.622800, 41.711700, 52.295100, 30.000200
2019-04-04, 20.387700, , 32.321200, , 35.259600, , 20.450700, , , , 16.103700, 18.605300, 41.518800, 51.872000, 29.967900
2019-04-03, 20.384900, , 32.314800, , 35.252300, , 20.446400, , , , 16.102600, 18.594200, 41.423400, 51.828500, 30.058900
2019-04-02, 20.362100, , 32.208000, , 35.112600, , 20.353500, , , , 16.101500, 18.624200, 41.333800, 51.560300, 29.733800
2019-04-01, 20.360700, , 32.208700, , 35.114400, , 20.355200, , , , 16.100400, 18.608900, 41.331900, 51.615100, 29.737000
2019-03-29, 20.316100, , 31.994900, , 34.836200, , 20.171000, , , , 16.099200, 18.677700, 40.858900, 51.008300, 29.409600
2019-03-28, 20.288500, , 31.878400, , 34.686400, , 20.072900, , , , 16.095500, 18.695500, 40.584000, 50.777600, 29.244200
2019-03-27, 20.282800, , 31.853200, , 34.653100, , 20.050200, , , , 16.094300, 18.707200, 40.432500, 50.342200, 29.393700
2019-03-26, 20.292200, , 31.907600, , 34.724700, , 20.098200, , , , 16.093100, 18.668600, 40.620600, 50.576900, 29.401500
2019-03-25, 20.258400, , 31.758000, , 34.530800, , 19.970400, , , , 16.091900, 18.658500, 40.331300, 50.102500, 29.172800
2019-03-22, 20.256300, , 31.768700, , 34.546600, , 19.981600, , , , 16.088200, 18.616000, 40.362300, 50.039800, 29.235200
2019-03-21, 20.330100, , 32.132400, , 35.023300, , 20.299300, , , , 16.087000, 18.532600, 41.139600, 51.612100, 29.690400
2019-03-20, 20.294100, , 31.971400, , 34.814200, , 20.161200, , , , 16.085800, 18.520200, 40.693300, 50.903600, 29.629800
2019-03-19, 20.306800, , 32.047600, , 34.915500, , 20.229700, , , , 16.084600, 18.454800, 40.811800, 51.238800, 29.799600
2019-03-18, 20.302900, , 32.033700, , 34.898700, , 20.219500, , , , 16.083400, 18.460900, 40.815600, 51.478400, 29.678300
2019-03-15, 20.280300, , 31.943600, , 34.782800, , 20.143300, , , , 16.079700, 18.455200, 40.664400, 51.182200, 29.525400
2019-03-14, 20.252800, , 31.828300, , 34.634700, , 20.046800, , , , 16.078500, 18.421100, 40.460700, 51.077800, 29.281000
2019-03-13, 20.250900, , 31.820100, , 34.624500, , 20.040200, , , , 16.077300, 18.443700, 40.482500, 51.175100, 29.191600
2019-03-12, 20.226400, , 31.711400, , 34.484200, , 19.948100, , , , 16.076100, 18.449200, 40.200100, 50.924600, 29.073000
2019-03-11, 20.213000, , 31.662800, , 34.422700, , 19.908700, , , , 16.074900, 18.403200, 40.079800, 50.831700, 29.037400
2019-03-08, 20.154200, , 31.404900, , 34.089500, , 19.689500, , , , 16.071200, 18.412700, 39.500400, 50.019500, 28.721400
2019-03-07, 20.164100, , 31.456900, , 34.157600, , 19.734700, , , , 16.070000, 18.401000, 39.580600, 50.111500, 28.852600
2019-03-06, 20.200100, , 31.636200, , 34.391500, , 19.889700, , , , 16.068800, 18.350000, 39.896400, 50.489000, 29.246700
2019-03-05, 20.219200, , 31.735100, , 34.522500, , 19.978000, , , , 16.067600, 18.325200, 40.156800, 51.271400, 29.239500
2019-03-04, 20.224900, , 31.766900, , 34.564900, , 20.006500, , , , 16.066400, 18.322600, 40.200700, 51.452500, 29.295800
2019-03-01, 20.231400, , 31.817500, , 34.633500, , 20.053500, , , , 16.062700, 18.288300, 40.356700, 51.892400, 29.279000
2019-02-28, 20.210300, , 31.717800, , 34.503800, , 19.967700, , , , 16.061600, 18.324400, 40.077900, 51.539200, 29.202300
2019-02-27, 20.221100, , 31.769700, , 34.571700, , 20.012600, , , , 16.060500, 18.336700, 40.179900, 51.729400, 29.274500
2019-02-26, 20.221800, , 31.766700, , 34.566600, , 20.008000, , , , 16.059300, 18.385100, 40.195100, 51.500100, 29.276400
2019-02-25, 20.221100, , 31.774500, , 34.578500, , 20.017300, , , , 16.058200, 18.354200, 40.227000, 51.792000, 29.229000
2019-02-22, 20.209100, , 31.730700, , 34.523100, , 19.981300, , , , 16.054700, 18.362300, 40.171700, 51.757400, 29.109600
2019-02-21, 20.185000, , 31.629600, , 34.392400, , 19.895300, , , , 16.053600, 18.325800, 39.914700, 51.272400, 29.073300
2019-02-20, 20.197600, , 31.685300, , 34.464500, , 19.942600, , , , 16.052500, 18.362400, 40.053000, 51.481100, 29.106400
2019-02-19, 20.182300, , 31.618000, , 34.377500, , 19.885400, , , , 16.051400, 18.368800, 39.973900, 51.381400, 28.919600
2019-02-15, 20.168600, , 31.576200, , 34.325500, , 19.852100, , , , 16.046700, 18.343000, 39.911500, 51.270200, 28.856000
2019-02-14, 20.117700, , 31.346800, , 34.028400, , 19.656500, , , , 16.045600, 18.344100, 39.478700, 50.645700, 28.463300
2019-02-13, 20.122000, , 31.376300, , 34.067100, , 19.682200, , , , 16.044500, 18.307800, 39.569900, 50.621600, 28.522500
2019-02-12, 20.105500, , 31.302100, , 33.971400, , 19.619300, , , , 16.043400, 18.325900, 39.448000, 50.480900, 28.357600
2019-02-11, 20.057400, , 31.085600, , 33.691700, , 19.435600, , , , 16.042300, 18.339600, 38.943100, 49.877700, 28.091000
2019-02-08, 20.049800, , 31.058300, , 33.656500, , 19.411900, , , , 16.038800, 18.361000, 38.915000, 49.591300, 28.068100
2019-02-07, 20.058700, , 31.105900, , 33.718900, , 19.453400, , , , 16.037700, 18.342600, 38.875900, 49.530300, 28.344100
2019-02-06, 20.095300, , 31.282600, , 33.948300, , 19.604600, , , , 16.036600, 18.307400, 39.237400, 49.859200, 28.676000
2019-02-05, 20.101900, , 31.317400, , 33.993700, , 19.634700, , , , 16.035400, 18.304700, 39.320800, 49.951700, 28.721800
2019-02-04, 20.072000, , 31.191900, , 33.832500, , 19.529500, , , , 16.034300, 18.271000, 39.136500, 49.782100, 28.431800
2019-02-01, 20.052100, , 31.109200, , 33.726100, , 19.459500, , , , 16.030800, 18.291200, 38.872700, 49.324500, 28.460000
2019-01-31, 20.050100, , 31.095100, , 33.706900, , 19.445900, , , , 16.029700, 18.336100, 38.832900, 49.095900, 28.475900
2019-01-30, 20.018900, , 30.971500, , 33.549100, , 19.343500, , , , 16.028500, 18.263900, 38.493800, 48.669500, 28.444800
2019-01-29, 19.961800, , 30.723000, , 33.229800, , 19.135100, , , , 16.027300, 18.240700, 37.900100, 48.108500, 28.150000
2019-01-28, 19.958200, , 30.717100, , 33.223300, , 19.131500, , , , 16.026100, 18.207300, 37.954500, 48.195600, 28.065700
2019-01-25, 19.979800, , 30.828500, , 33.367900, , 19.226500, , , , 16.022500, 18.195000, 38.254900, 48.399100, 28.195300
2019-01-24, 19.940600, , 30.649900, , 33.136700, , 19.074000, , , , 16.021300, 18.222000, 37.930900, 47.751200, 27.913100
2019-01-23, 19.928200, , 30.604700, , 33.078500, , 19.035800, , , , 16.020100, 18.177900, 37.878300, 47.411200, 27.880800
2019-01-22, 19.926200, , 30.598500, , 33.071400, , 19.031800, , , , 16.018900, 18.190600, 37.795100, 47.508400, 27.915400
2019-01-18, 19.964900, , 30.798800, , 33.332900, , 19.204800, , , , 16.014100, 18.141700, 38.336500, 48.271500, 28.060900
2019-01-17, 19.919700, , 30.597600, , 33.074000, , 19.035400, , , , 16.012900, 18.156700, 37.836500, 47.722900, 27.852500
2019-01-16, 19.891800, , 30.475400, , 32.916700, , 18.932300, , , , 16.011700, 18.160800, 37.547600, 47.314500, 27.732700
2019-01-15, 19.883500, , 30.440300, , 32.871000, , 18.901900, , , , 16.010500, 18.166700, 37.463300, 46.992700, 27.750000
2019-01-14, 19.850300, , 30.295900, , 32.685800, , 18.781000, , , , 16.009300, 18.166100, 37.065400, 46.581800, 27.655400
2019-01-11, 19.868300, , 30.388000, , 32.806200, , 18.860700, , , , 16.005700, 18.176700, 37.257200, 46.953700, 27.763000
2019-01-10, 19.865500, , 30.385100, , 32.803100, , 18.859000, , , , 16.004500, 18.145700, 37.262600, 46.899600, 27.776300
2019-01-09, 19.850800, , 30.321000, , 32.720700, , 18.805000, , , , 16.003300, 18.156200, 37.095000, 46.628800, 27.743500
2019-01-08, 19.817000, , 30.173800, , 32.531100, , 18.680600, , , , 16.002100, 18.156100, 36.932000, 46.218800, 27.388000
2019-01-07, 19.780800, , 30.012100, , 32.322700, , 18.543600, , , , 16.000900, 18.178800, 36.576800, 45.547200, 27.233200
2019-01-04, 19.751100, , 29.890600, , 32.166500, , 18.441000, , , , 15.997300, 18.183700, 36.322000, 44.781200, 27.189900
2019-01-03, 19.627100, , 29.318300, , 31.431500, , 17.960300, , , , 15.996100, 18.268300, 35.116100, 43.217600, 26.405300
2019-01-02, 19.688900, , 29.618000, , 31.816400, , 18.211900, , , , 15.994900, 18.168700, 35.998300, 43.976200, 26.533800
2018-12-31, 19.689900, , 29.636900, , 31.842300, , 18.229700, , , , 15.992300, 18.142800, 35.952300, 43.977200, 26.713100
2018-12-28, 19.654300, , 29.497700, , 31.666000, , 18.115900, , , , 15.988300, 18.099600, 35.645100, 43.570600, 26.598100
2018-12-27, 19.643600, , 29.454400, , 31.610400, , 18.079300, , , , 15.987000, 18.092000, 35.684100, 43.425300, 26.383000
2018-12-26, 19.621800, , 29.370400, , 31.505300, , 18.012400, , , , 15.985800, 18.051600, 35.377700, 43.244700, 26.474700
2018-12-24, 19.465700, , 28.675100, , 30.617300, , 17.434800, , , , 15.983100, 18.094800, 33.703100, 41.184600, 25.942800
2018-12-21, 19.537700, , 29.017200, , 31.056300, , 17.721100, , , , 15.979200, 18.061700, 34.640000, 42.095400, 26.120900
2018-12-20, 19.615200, , 29.371700, , 31.511700, , 18.018600, , , , 15.977900, 18.069200, 35.370900, 43.103400, 26.589900
2018-12-19, 19.663800, , 29.592000, , 31.794900, , 18.203600, , , , 15.976600, 18.100900, 35.934300, 43.866700, 26.685500
2018-12-18, 19.711500, , 29.822400, , 32.092400, , 18.399000, , , , 15.975300, 18.055800, 36.492100, 44.630400, 26.882800
2018-12-17, 19.708600, , 29.821900, , 32.093000, , 18.400300, , , , 15.974000, 18.011800, 36.489100, 44.641700, 26.910400
2018-12-14, 19.773700, , 30.143400, , 32.510500, , 18.675600, , , , 15.970000, 17.980300, 37.260500, 45.768900, 27.193100
2018-12-13, 19.834800, , 30.432800, , 32.883700, , 18.920100, , , , 15.968700, 17.958700, 37.980000, 46.420100, 27.514800
2018-12-12, 19.841200, , 30.470900, , 32.935700, , 18.956200, , , , 15.967500, 17.955300, 37.981400, 46.980300, 27.540100
2018-12-11, 19.799600, , 30.282400, , 32.692500, , 18.796500, , , , 15.966200, 17.962100, 37.776700, 46.573600, 26.997200
2018-12-10, 19.796100, , 30.269700, , 32.676900, , 18.786700, , , , 15.964900, 17.971900, 37.788400, 46.704700, 26.877600
