date, Linc,  L2025,  L2030,  L2035,  L2040,  L2045,  L2050,  L2055,  L2060,  L2065,  G,  F,  C,  S,  I
2018-12-07, 19.807800, , 30.340100, , 32.770400, , 18.849500, , , , 15.960900, 17.969300, 37.721100, 46.859800, 27.281800
2018-12-06, 19.874400, , 30.660200, , 33.185100, , 19.122400, , , , 15.959600, 17.936100, 38.614500, 47.906300, 27.430000
2018-12-04, 19.890300, , 30.750300, , 33.303100, , 19.200700, , , , 15.957000, 17.906800, 38.662100, 47.880900, 27.856300
2018-12-03, 20.006200, , 31.310400, , 34.031400, , 19.682100, , , , 15.955700, 17.849500, 39.952800, 49.792100, 28.471900
2018-11-30, 19.952100, , 31.079000, , 33.733900, , 19.487500, , , , 15.951600, 17.815700, 39.520100, 49.244800, 28.066900
2018-11-29, 19.934400, , 31.003700, , 33.637400, , 19.424500, , , , 15.950200, 17.806100, 39.193200, 48.903800, 28.226400
2018-11-28, 19.942000, , 31.044100, , 33.690100, , 19.459400, , , , 15.948800, 17.804900, 39.269100, 48.985400, 28.310700
2018-11-27, 19.858200, , 30.662500, , 33.197500, , 19.136100, , , , 15.947500, 17.790700, 38.385200, 47.828500, 27.913700
2018-11-26, 19.857200, , 30.667100, , 33.206500, , 19.144100, , , , 15.946100, 17.784600, 38.259300, 48.246400, 27.988200
2018-11-23, 19.803100, , 30.430400, , 32.902500, , 18.945200, , , , 15.942000, 17.791400, 37.669500, 47.542200, 27.799100
2018-11-21, 19.817200, , 30.505000, , 32.998700, , 19.007900, , , , 15.939300, 17.784900, 37.916300, 47.554300, 27.856300
2018-11-20, 19.786700, , 30.365000, , 32.816300, , 18.886700, , , , 15.937900, 17.786700, 37.798100, 46.944400, 27.491300
2018-11-19, 19.860500, , 30.712700, , 33.266400, , 19.182500, , , , 15.936600, 17.796100, 38.495000, 47.701700, 28.106600
2018-11-16, 19.905000, , 30.938700, , 33.561600, , 19.378200, , , , 15.932400, 17.785500, 39.145300, 48.750300, 28.103800
2018-11-15, 19.890400, , 30.885700, , 33.494500, , 19.335100, , , , 15.931100, 17.735300, 39.055300, 48.663400, 28.015100
2018-11-14, 19.862000, , 30.755300, , 33.325600, , 19.223700, , , , 15.929700, 17.746100, 38.632800, 48.011900, 28.104300
2018-11-13, 19.883300, , 30.863300, , 33.466600, , 19.317100, , , , 15.928400, 17.731500, 38.918200, 48.391200, 28.180500
2018-11-09, 19.947600, , 31.192900, , 33.896900, , 19.602000, , , , 15.922800, 17.701800, 39.757100, 49.368400, 28.510000
2018-11-08, 19.977000, , 31.344400, , 34.095800, , 19.734800, , , , 15.921500, 17.671000, 40.119700, 50.097700, 28.616100
2018-11-07, 19.994500, , 31.428600, , 34.205800, , 19.807600, , , , 15.920100, 17.689800, 40.199700, 50.346000, 28.857400
2018-11-06, 19.916400, , 31.072000, , 33.745600, , 19.505700, , , , 15.918800, 17.675500, 39.364400, 49.500600, 28.413000
2018-11-05, 19.895100, , 30.977900, , 33.624600, , 19.426600, , , , 15.917400, 17.674300, 39.116300, 49.276800, 28.335000
2018-11-02, 19.882300, , 30.938400, , 33.576500, , 19.396700, , , , 15.913300, 17.656300, 38.897300, 49.285700, 28.444500
2018-11-01, 19.892900, , 30.978800, , 33.627100, , 19.428400, , , , 15.911900, 17.720800, 39.141000, 49.340600, 28.275900
2018-10-31, 19.847800, , 30.774200, , 33.361400, , 19.252700, , , , 15.910600, 17.706500, 38.731500, 48.319300, 28.103600
2018-10-30, 19.801600, , 30.558400, , 33.082900, , 19.069800, , , , 15.909300, 17.746800, 38.314200, 47.841900, 27.694300
2018-10-29, 19.755100, , 30.341900, , 32.802900, , 18.885400, , , , 15.908000, 17.776000, 37.719800, 46.964700, 27.640800
2018-10-26, 19.765000, , 30.400400, , 32.879800, , 18.936300, , , , 15.904100, 17.786600, 37.968900, 47.273600, 27.523700
2018-10-25, 19.811200, , 30.625500, , 33.170600, , 19.127200, , , , 15.902800, 17.743200, 38.636900, 47.872400, 27.623600
2018-10-24, 19.752600, , 30.354800, , 32.820200, , 18.896600, , , , 15.901500, 17.749900, 37.932200, 46.946000, 27.453200
2018-10-23, 19.861000, , 30.875000, , 33.496600, , 19.343500, , , , 15.900200, 17.720200, 39.140100, 48.699600, 28.008400
2018-10-22, 19.894800, , 31.043500, , 33.716500, , 19.489300, , , , 15.898900, 17.697700, 39.354300, 49.066600, 28.494300
2018-10-19, 19.907600, , 31.119900, , 33.817000, , 19.556100, , , , 15.894900, 17.690700, 39.523100, 49.231400, 28.629300
2018-10-18, 19.907000, , 31.118100, , 33.816600, , 19.557000, , , , 15.893600, 17.721400, 39.536800, 49.730300, 28.440500
2018-10-17, 19.966000, , 31.402300, , 34.186900, , 19.802100, , , , 15.892300, 17.726300, 40.110800, 50.591800, 28.887900
2018-10-16, 19.976400, , 31.452900, , 34.253500, , 19.846400, , , , 15.891000, 17.745300, 40.119400, 50.776200, 29.072700
2018-10-15, 19.892800, , 31.065900, , 33.751300, , 19.515100, , , , 15.889700, 17.734700, 39.272600, 49.500000, 28.606500
2018-10-12, 19.904200, , 31.127600, , 33.830800, , 19.566400, , , , 15.885800, 17.756000, 39.505500, 49.378100, 28.648400
2018-10-11, 19.869300, , 30.968000, , 33.625400, , 19.432300, , , , 15.884500, 17.765900, 38.950400, 49.061500, 28.656600
2018-10-10, 19.927500, , 31.265700, , 34.014700, , 19.690800, , , , 15.883100, 17.684900, 39.765000, 49.955300, 28.917100
2018-10-09, 20.039800, , 31.802900, , 34.714600, , 20.153500, , , , 15.881800, 17.706000, 41.118000, 51.514700, 29.449000
2018-10-05, 20.056300, , 31.909800, , 34.858400, , 20.251300, , , , 15.876600, 17.678600, 41.180500, 51.996000, 29.816600
2018-10-04, 20.083200, , 32.038900, , 35.027600, , 20.363700, , , , 15.875300, 17.711000, 41.407300, 52.450400, 30.040400
2018-10-03, 20.120100, , 32.214800, , 35.258400, , 20.517300, , , , 15.874000, 17.752400, 41.738200, 53.198000, 30.277900
2018-10-02, 20.122800, , 32.211400, , 35.251500, , 20.510400, , , , 15.872700, 17.850700, 41.709500, 52.870900, 30.334300
2018-10-01, 20.130700, , 32.260700, , 35.318300, , 20.556500, , , , 15.871400, 17.829300, 41.724900, 53.261300, 30.477000
2018-09-28, 20.129400, , 32.259300, , 35.319400, , 20.559100, , , , 15.870100, 17.846300, 41.574100, 53.726500, 30.528200
2018-09-27, 20.131600, , 32.284900, , 35.353800, , 20.582200, , , , 15.866300, 17.841700, 41.572600, 53.602100, 30.717900
2018-09-26, 20.128800, , 32.279300, , 35.347800, , 20.579000, , , , 15.865100, 17.829800, 41.450300, 53.562600, 30.877300
2018-09-25, 20.134800, , 32.323300, , 35.407500, , 20.620300, , , , 15.863800, 17.788400, 41.587300, 54.003500, 30.825700
2018-09-24, 20.132000, , 32.309000, , 35.388200, , 20.606800, , , , 15.862600, 17.809600, 41.638600, 53.896300, 30.704000
2018-09-21, 20.142300, , 32.373000, , 35.473200, , 20.663800, , , , 15.858800, 17.814500, 41.785200, 54.113500, 30.789100
2018-09-20, 20.134700, , 32.345100, , 35.438300, , 20.641500, , , , 15.857600, 17.800400, 41.800100, 54.293100, 30.585800
2018-09-19, 20.099100, , 32.181000, , 35.225300, , 20.500900, , , , 15.856300, 17.782300, 41.473000, 53.851100, 30.313500
2018-09-18, 20.092800, , 32.150800, , 35.187100, , 20.476100, , , , 15.855100, 17.813200, 41.421000, 54.081600, 30.145300
2018-09-17, 20.072200, , 32.052200, , 35.059100, , 20.391300, , , , 15.853800, 17.831800, 41.198200, 53.844600, 29.991700
2018-09-14, 20.086500, , 32.131600, , 35.164700, , 20.462300, , , , 15.850000, 17.861200, 41.428100, 54.445300, 29.921800
2018-09-13, 20.078300, , 32.090500, , 35.110500, , 20.425600, , , , 15.848800, 17.887200, 41.410600, 54.241200, 29.780300
2018-09-12, 20.058200, , 32.001100, , 34.995600, , 20.350500, , , , 15.847600, 17.879600, 41.182100, 54.160800, 29.654800
2018-09-11, 20.048400, , 31.963700, , 34.948000, , 20.319700, , , , 15.846300, 17.857600, 41.167200, 54.175300, 29.497300
2018-09-10, 20.040200, , 31.922200, , 34.894400, , 20.284100, , , , 15.845100, 17.893400, 41.011000, 54.079300, 29.499700
2018-09-07, 20.025300, , 31.867200, , 34.824200, , 20.238200, , , , 15.841300, 17.880000, 40.933400, 53.881400, 29.397800
2018-09-06, 20.039700, , 31.928700, , 34.903500, , 20.289800, , , , 15.840000, 17.941400, 41.020700, 53.981500, 29.535200
2018-09-05, 20.052300, , 32.001400, , 34.999600, , 20.354600, , , , 15.838800, 17.911400, 41.158900, 54.277100, 29.665700
2018-09-04, 20.069200, , 32.089300, , 35.115200, , 20.431900, , , , 15.837500, 17.910400, 41.274300, 54.573600, 29.887700
2018-08-31, 20.086700, , 32.184600, , 35.240800, , 20.515300, , , , 15.832300, 17.958500, 41.338800, 54.688500, 30.252700
2018-08-30, 20.091100, , 32.211500, , 35.275800, , 20.538200, , , , 15.831000, 17.952700, 41.329000, 54.497100, 30.469600
2018-08-29, 20.104900, , 32.286800, , 35.374600, , 20.604100, , , , 15.829700, 17.935500, 41.506200, 54.670500, 30.590400
2018-08-28, 20.087400, , 32.207400, , 35.272100, , 20.536700, , , , 15.828400, 17.935100, 41.267400, 54.471800, 30.558900
2018-08-27, 20.083400, , 32.186900, , 35.245300, , 20.518500, , , , 15.827100, 17.965800, 41.255900, 54.429000, 30.465200
2018-08-24, 20.048800, , 32.033500, , 35.047800, , 20.388700, , , , 15.823200, 17.979600, 40.937200, 54.200700, 30.168200
2018-08-23, 20.024300, , 31.919500, , 34.899800, , 20.290800, , , , 15.821900, 17.983400, 40.684500, 53.857700, 30.016600
2018-08-22, 20.034800, , 31.976200, , 34.974500, , 20.340800, , , , 15.820600, 17.979300, 40.750800, 54.028200, 30.179500
2018-08-21, 20.025500, , 31.938900, , 34.926200, , 20.308900, , , , 15.819300, 17.964700, 40.765800, 53.920000, 30.011200
2018-08-20, 20.009800, , 31.862500, , 34.825500, , 20.241000, , , , 15.818000, 17.982800, 40.680400, 53.434500, 29.864200
2018-08-17, 19.988600, , 31.785600, , 34.727800, , 20.177700, , , , 15.814000, 17.931600, 40.580400, 53.239700, 29.702800
2018-08-16, 19.974000, , 31.721200, , 34.644700, , 20.123000, , , , 15.812700, 17.928400, 40.442900, 53.035900, 29.621000
2018-08-15, 19.942700, , 31.574100, , 34.453800, , 19.996700, , , , 15.811400, 17.936800, 40.113100, 52.600200, 29.427200
2018-08-14, 19.977600, , 31.755200, , 34.691200, , 20.155200, , , , 15.810100, 17.899600, 40.412700, 53.213000, 29.811300
2018-08-13, 19.956200, , 31.654100, , 34.559600, , 20.067700, , , , 15.808800, 17.911900, 40.152900, 52.753000, 29.767300
2018-08-10, 19.976500, , 31.763600, , 34.703700, , 20.163800, , , , 15.804900, 17.933000, 40.313700, 53.071400, 30.030700
2018-08-09, 20.010100, , 31.942400, , 34.937300, , 20.319200, , , , 15.803600, 17.871900, 40.590100, 53.236000, 30.591200
2018-08-08, 20.009900, , 31.951200, , 34.949200, , 20.327300, , , , 15.802300, 17.844500, 40.638000, 53.148700, 30.620100
2018-08-07, 20.010400, , 31.959200, , 34.960500, , 20.335200, , , , 15.801000, 17.843100, 40.647700, 53.246900, 30.625100
2018-08-06, 19.992900, , 31.873000, , 34.848000, , 20.260300, , , , 15.799700, 17.875600, 40.532600, 53.049600, 30.370600
2018-08-03, 19.980300, , 31.830400, , 34.793900, , 20.225000, , , , 15.795800, 17.857000, 40.385800, 52.707000, 30.474900
2018-08-02, 19.964000, , 31.766700, , 34.713800, , 20.173900, , , , 15.794500, 17.820800, 40.194200, 52.827700, 30.394200
2018-08-01, 19.958300, , 31.745900, , 34.686300, , 20.155300, , , , 15.793200, 17.805100, 39.992600, 52.273900, 30.748400
2018-07-31, 19.965700, , 31.779000, , 34.729200, , 20.183200, , , , 15.791900, 17.839600, 40.034500, 52.298600, 30.841800
2018-07-30, 19.950100, , 31.710600, , 34.639900, , 20.123800, , , , 15.790700, 17.822200, 39.838500, 51.785200, 30.922700
2018-07-27, 19.964300, , 31.792900, , 34.748900, , 20.196900, , , , 15.786900, 17.830600, 40.065600, 52.224400, 30.921600
2018-07-26, 19.979800, , 31.877700, , 34.862000, , 20.273600, , , , 15.785700, 17.815300, 40.330800, 53.023100, 30.779900
2018-07-25, 19.986200, , 31.906000, , 34.897200, , 20.295400, , , , 15.784400, 17.842700, 40.452700, 52.783800, 30.819600
2018-07-24, 19.955900, , 31.769400, , 34.721200, , 20.180100, , , , 15.783200, 17.826700, 40.087900, 52.517500, 30.696000
2018-07-23, 19.937900, , 31.697100, , 34.631400, , 20.123600, , , , 15.782000, 17.799700, 39.895500, 53.046600, 30.445100
2018-07-20, 19.937100, , 31.696000, , 34.630700, , 20.123000, , , , 15.778200, 17.860900, 39.821900, 53.054400, 30.512600
2018-07-19, 19.934200, , 31.678800, , 34.608600, , 20.108300, , , , 15.777000, 17.904100, 39.858200, 53.238800, 30.294000
2018-07-18, 19.942400, , 31.726700, , 34.670500, , 20.148900, , , , 15.775700, 17.876000, 40.012200, 53.095800, 30.398500
2018-07-17, 19.932000, , 31.679800, , 34.609700, , 20.108600, , , , 15.774500, 17.882600, 39.926100, 52.926800, 30.320700
2018-07-16, 19.918800, , 31.619800, , 34.531600, , 20.056800, , , , 15.773200, 17.886800, 39.767200, 52.616600, 30.316700
2018-07-13, 19.922100, , 31.646800, , 34.568800, , 20.082200, , , , 15.769500, 17.909200, 39.806400, 52.896400, 30.321500
2018-07-12, 19.913300, , 31.615300, , 34.529300, , 20.057100, , , , 15.768200, 17.882400, 39.763300, 52.950400, 30.220700
2018-07-11, 19.886900, , 31.494000, , 34.372800, , 19.954300, , , , 15.767000, 17.882900, 39.414400, 52.674600, 30.149400
2018-07-10, 19.917300, , 31.650200, , 34.576700, , 20.089800, , , , 15.765800, 17.856600, 39.696300, 53.026900, 30.501500
2018-07-09, 19.909800, , 31.619500, , 34.538400, , 20.065500, , , , 15.764500, 17.862200, 39.558100, 53.144700, 30.498400
2018-07-06, 19.873500, , 31.458000, , 34.330400, , 19.928600, , , , 15.760800, 17.876500, 39.200800, 52.724800, 30.274700
2018-07-05, 19.837300, , 31.294300, , 34.118800, , 19.789300, , , , 15.759500, 17.856000, 38.868300, 52.235400, 30.040700
2018-07-03, 19.804600, , 31.149400, , 33.931900, , 19.666400, , , , 15.757000, 17.848400, 38.526700, 51.747500, 29.914900
2018-07-02, 19.802000, , 31.146000, , 33.927300, , 19.663000, , , , 15.755800, 17.818000, 38.718300, 51.691500, 29.665500
2018-06-29, 19.808700, , 31.184100, , 33.977000, , 19.695700, , , , 15.753300, 17.833000, 38.598500, 51.455100, 30.103900
2018-06-28, 19.792000, , 31.115100, , 33.889000, , 19.638300, , , , 15.750800, 17.826800, 38.566700, 51.445900, 29.800700
2018-06-27, 19.775200, , 31.036500, , 33.787700, , 19.571500, , , , 15.749600, 17.843600, 38.325100, 51.192700, 29.796600
2018-06-26, 19.805500, , 31.198200, , 33.999500, , 19.713400, , , , 15.748300, 17.792000, 38.657700, 51.949000, 29.988600
2018-06-25, 19.797700, , 31.165100, , 33.956700, , 19.684900, , , , 15.747100, 17.791100, 38.572700, 51.712200, 30.009100
2018-06-22, 19.849200, , 31.432100, , 34.304900, , 19.916400, , , , 15.743300, 17.771500, 39.109300, 52.606600, 30.421900
2018-06-21, 19.834200, , 31.364400, , 34.218000, , 19.859400, , , , 15.742100, 17.775800, 39.035500, 52.617000, 30.167300
2018-06-20, 19.855900, , 31.477800, , 34.366500, , 19.958600, , , , 15.740900, 17.761500, 39.281300, 53.159400, 30.272800
2018-06-19, 19.843600, , 31.415800, , 34.285000, , 19.903600, , , , 15.739600, 17.790600, 39.214100, 52.800900, 30.131900
2018-06-18, 19.864000, , 31.523100, , 34.424700, , 19.996300, , , , 15.738400, 17.767700, 39.370800, 52.918400, 30.465000
2018-06-15, 19.872700, , 31.577300, , 34.495000, , 20.042400, , , , 15.734700, 17.772900, 39.453900, 52.713400, 30.708900
2018-06-14, 19.881500, , 31.628400, , 34.562100, , 20.087200, , , , 15.733400, 17.754200, 39.490200, 52.736400, 30.941100
2018-06-13, 19.871800, , 31.592600, , 34.516400, , 20.057600, , , , 15.732200, 17.719200, 39.380600, 52.503900, 31.002300
2018-06-12, 19.883200, , 31.648900, , 34.589700, , 20.105900, , , , 15.731000, 17.737700, 39.538200, 52.736200, 31.001400
2018-06-11, 19.877600, , 31.627300, , 34.561700, , 20.087300, , , , 15.729700, 17.732100, 39.467900, 52.503000, 31.064300
2018-06-08, 19.864400, , 31.574000, , 34.493800, , 20.042600, , , , 15.726000, 17.749800, 39.425500, 52.444300, 30.858500
2018-06-07, 19.860700, , 31.559900, , 34.475700, , 20.030700, , , , 15.724700, 17.754700, 39.301300, 52.246800, 31.021300
2018-06-06, 19.855900, , 31.549800, , 34.464300, , 20.024500, , , , 15.723500, 17.716400, 39.322100, 52.413400, 30.915100
2018-06-05, 19.826200, , 31.400800, , 34.270800, , 19.895900, , , , 15.722300, 17.769000, 38.987100, 51.978800, 30.700000
2018-06-04, 19.825200, , 31.402200, , 34.272600, , 19.896800, , , , 15.721100, 17.756600, 38.957000, 51.738800, 30.836500
2018-06-01, 19.800100, , 31.289200, , 34.127000, , 19.800600, , , , 15.717300, 17.788800, 38.782500, 51.449800, 30.564700
2018-05-31, 19.770600, , 31.140500, , 33.934400, , 19.672800, , , , 15.716100, 17.850900, 38.362800, 51.014600, 30.470800
2018-05-30, 19.792900, , 31.255000, , 34.083400, , 19.771700, , , , 15.714800, 17.835600, 38.620200, 51.411400, 30.602700
2018-05-29, 19.746000, , 31.019900, , 33.778000, , 19.568900, , , , 15.713600, 17.905500, 38.129200, 50.722900, 30.219900
2018-05-25, 19.783600, , 31.247700, , 34.075900, , 19.767800, , , , 15.708600, 17.757800, 38.573300, 50.893800, 30.867000
2018-05-24, 19.790100, , 31.291800, , 34.134100, , 19.807000, , , , 15.707400, 17.716500, 38.660200, 50.943700, 30.995600
2018-05-23, 19.794700, , 31.324100, , 34.176500, , 19.835300, , , , 15.706200, 17.688400, 38.737100, 50.927700, 31.087300
2018-05-22, 19.795900, , 31.346500, , 34.207400, , 19.857200, , , , 15.704900, 17.631700, 38.611100, 50.846700, 31.462000
2018-05-21, 19.802000, , 31.381900, , 34.254500, , 19.889100, , , , 15.703700, 17.630400, 38.731700, 51.195900, 31.371600
2018-05-18, 19.776600, , 31.275300, , 34.118000, , 19.799700, , , , 15.700000, 17.625800, 38.446600, 50.839200, 31.338200
2018-05-17, 19.779500, , 31.300900, , 34.151900, , 19.822500, , , , 15.698800, 17.587700, 38.544800, 50.820500, 31.369300
2018-05-16, 19.773200, , 31.271000, , 34.112500, , 19.795700, , , , 15.697500, 17.601700, 38.566900, 50.639300, 31.225600
2018-05-15, 19.763000, , 31.223700, , 34.050900, , 19.754600, , , , 15.696300, 17.612400, 38.400200, 50.273100, 31.328200
2018-05-14, 19.793800, , 31.358000, , 34.222700, , 19.866000, , , , 15.695100, 17.696700, 38.663200, 50.369700, 31.596000
2018-05-11, 19.786100, , 31.334200, , 34.193700, , 19.847800, , , , 15.691400, 17.707100, 38.627400, 50.502100, 31.482000
2018-05-10, 19.769300, , 31.261000, , 34.100000, , 19.786500, , , , 15.690100, 17.696700, 38.547700, 50.460200, 31.223800
2018-05-09, 19.737900, , 31.123200, , 33.923900, , 19.671800, , , , 15.688900, 17.664200, 38.181500, 50.206300, 31.121300
2018-05-08, 19.710000, , 30.989800, , 33.752000, , 19.558600, , , , 15.687700, 17.690300, 37.811100, 49.871700, 31.037000
2018-05-07, 19.710600, , 30.992500, , 33.754800, , 19.559700, , , , 15.686500, 17.709400, 37.820600, 49.696600, 31.086600
2018-05-04, 19.690400, , 30.909400, , 33.648100, , 19.489200, , , , 15.682700, 17.707400, 37.689700, 49.281500, 30.977000
2018-05-03, 19.650500, , 30.724400, , 33.409800, , 19.332500, , , , 15.681500, 17.704000, 37.206500, 48.654200, 30.898500
2018-05-02, 19.657600, , 30.766300, , 33.464800, , 19.369400, , , , 15.680300, 17.689200, 37.285700, 48.804200, 30.975100
2018-05-01, 19.670100, , 30.830100, , 33.546400, , 19.422400, , , , 15.679100, 17.681400, 37.556900, 48.821900, 30.921800
2018-04-30, 19.672300, , 30.836900, , 33.554600, , 19.427100, , , , 15.677900, 17.721700, 37.461400, 48.654500, 31.134800
2018-04-27, 19.689300, , 30.935200, , 33.683400, , 19.512800, , , , 15.674300, 17.704500, 37.769500, 49.042400, 31.112400
2018-04-26, 19.680100, , 30.904100, , 33.644900, , 19.488800, , , , 15.673100, 17.667600, 37.726000, 49.137900, 31.003000
2018-04-25, 19.646900, , 30.757800, , 33.458100, , 19.367100, , , , 15.672000, 17.636400, 37.336000, 48.858300, 30.901500
2018-04-24, 19.654600, , 30.792600, , 33.503600, , 19.397200, , , , 15.670800, 17.673200, 37.267200, 48.953800, 31.144900
2018-04-23, 19.686300, , 30.944800, , 33.699400, , 19.525600, , , , 15.669600, 17.686300, 37.771700, 49.349800, 31.094300
2018-04-20, 19.687800, , 30.962500, , 33.723600, , 19.542000, , , , 15.666100, 17.703400, 37.769600, 49.404800, 31.178800
2018-04-19, 19.718500, , 31.106500, , 33.909300, , 19.663700, , , , 15.664900, 17.739000, 38.092900, 49.693200, 31.378800
2018-04-18, 19.736100, , 31.186400, , 34.012100, , 19.730900, , , , 15.663700, 17.786600, 38.307600, 49.970800, 31.382500
2018-04-17, 19.726300, , 31.133200, , 33.942400, , 19.683900, , , , 15.662500, 17.836300, 38.275800, 49.808500, 31.163400
2018-04-16, 19.690300, , 30.968900, , 33.730800, , 19.544800, , , , 15.661400, 17.818800, 37.872300, 49.274800, 31.054200
2018-04-13, 19.662400, , 30.850100, , 33.578600, , 19.445000, , , , 15.657800, 17.813300, 37.566500, 48.837300, 31.016800
2018-04-12, 19.667000, , 30.877500, , 33.614800, , 19.469300, , , , 15.656600, 17.811000, 37.674600, 49.063700, 30.936400
2018-04-11, 19.648800, , 30.788200, , 33.499800, , 19.393400, , , , 15.655500, 17.848100, 37.361600, 48.776600, 30.989300
2018-04-10, 19.660700, , 30.849900, , 33.578800, , 19.444900, , , , 15.654300, 17.836200, 37.567600, 48.770900, 31.030700
2018-04-09, 19.601700, , 30.572900, , 33.221700, , 19.209800, , , , 15.653100, 17.843500, 36.949000, 47.904200, 30.729100
2018-04-06, 19.584300, , 30.504200, , 33.135200, , 19.153900, , , , 15.649500, 17.843300, 36.814900, 47.914300, 30.562700
2018-04-05, 19.638400, , 30.775200, , 33.485600, , 19.385300, , , , 15.648400, 17.792700, 37.639100, 48.838800, 30.553000
2018-04-04, 19.612000, , 30.649400, , 33.323300, , 19.278100, , , , 15.647200, 17.819300, 37.377600, 48.475900, 30.364000
2018-04-03, 19.573000, , 30.469400, , 33.092000, , 19.126300, , , , 15.646000, 17.820600, 36.947100, 47.938600, 30.209400
2018-04-02, 19.538300, , 30.301000, , 32.874500, , 18.982600, , , , 15.644900, 17.861500, 36.484600, 47.379300, 30.138600
2018-03-29, 19.612900, , 30.668200, , 33.347900, , 19.294600, , , , 15.642400, 17.851600, 37.319200, 48.519300, 30.521400
2018-03-28, 19.563100, , 30.453000, , 33.073600, , 19.115800, , , , 15.638700, 17.813500, 36.810700, 47.932200, 30.342400
2018-03-27, 19.559100, , 30.440200, , 33.057500, , 19.105300, , , , 15.637400, 17.803900, 36.912300, 47.994200, 30.115200
2018-03-26, 19.611300, , 30.703400, , 33.397200, , 19.329900, , , , 15.636200, 17.752400, 37.561000, 48.906800, 30.306400
2018-03-23, 19.519100, , 30.276700, , 32.850400, , 18.971100, , , , 15.632500, 17.758200, 36.569000, 47.858900, 29.817200
2018-03-22, 19.586800, , 30.608100, , 33.278200, , 19.253400, , , , 15.631300, 17.758600, 37.350500, 48.813500, 30.165300
2018-03-21, 19.666600, , 31.009700, , 33.797500, , 19.597000, , , , 15.630000, 17.699400, 38.314100, 49.955700, 30.604100
2018-03-20, 19.669400, , 31.021600, , 33.811600, , 19.605100, , , , 15.628800, 17.722200, 38.380800, 49.744300, 30.628400
2018-03-19, 19.669100, , 31.017300, , 33.805900, , 19.600900, , , , 15.627600, 17.758200, 38.323800, 49.687300, 30.687600
2018-03-16, 19.709700, , 31.228800, , 34.079700, , 19.781800, , , , 15.623900, 17.753400, 38.875100, 50.201500, 30.881500
2018-03-15, 19.705000, , 31.206300, , 34.049900, , 19.761500, , , , 15.622700, 17.769000, 38.808300, 49.930700, 30.937500
2018-03-14, 19.706800, , 31.219000, , 34.067500, , 19.773600, , , , 15.621400, 17.778200, 38.835800, 50.143600, 30.897400
2018-03-13, 19.722600, , 31.306200, , 34.180900, , 19.849200, , , , 15.620200, 17.749900, 39.049000, 50.359900, 31.013800
2018-03-12, 19.739200, , 31.394800, , 34.296200, , 19.925700, , , , 15.619000, 17.735600, 39.296700, 50.650100, 31.057000
2018-03-09, 19.733300, , 31.383800, , 34.283000, , 19.917400, , , , 15.615300, 17.713600, 39.346300, 50.525400, 30.992500
2018-03-08, 19.677800, , 31.117100, , 33.939500, , 19.691000, , , , 15.614100, 17.733800, 38.673700, 49.808400, 30.751900
2018-03-07, 19.659500, , 31.038300, , 33.839600, , 19.626400, , , , 15.612800, 17.715300, 38.491200, 49.810000, 30.607500
2018-03-06, 19.658200, , 31.033300, , 33.832200, , 19.620600, , , , 15.611600, 17.725500, 38.507200, 49.544400, 30.640800
2018-03-05, 19.641500, , 30.957600, , 33.734000, , 19.555300, , , , 15.610400, 17.715800, 38.404100, 49.102800, 30.537100
2018-03-02, 19.598000, , 30.759500, , 33.480100, , 19.388300, , , , 15.606700, 17.733400, 37.985000, 48.605000, 30.246800
2018-03-01, 19.591800, , 30.721400, , 33.428600, , 19.352400, , , , 15.605400, 17.785200, 37.790200, 47.968400, 30.506400
2018-02-28, 19.628000, , 30.909200, , 33.670700, , 19.512000, , , , 15.604300, 17.736100, 38.294600, 48.186900, 30.755500
2018-02-27, 19.672200, , 31.136100, , 33.965200, , 19.707500, , , , 15.603100, 17.702300, 38.720800, 48.732800, 31.219200
2018-02-26, 19.720100, , 31.364500, , 34.260000, , 19.901700, , , , 15.602000, 17.744100, 39.213800, 49.406700, 31.498800
2018-02-23, 19.672200, , 31.151700, , 33.988400, , 19.724300, , , , 15.598400, 17.730200, 38.753100, 49.120000, 31.133400
2018-02-22, 19.622000, , 30.922800, , 33.695100, , 19.532400, , , , 15.597300, 17.690900, 38.140300, 48.510100, 31.019100
2018-02-21, 19.612000, , 30.883900, , 33.646400, , 19.501200, , , , 15.596200, 17.673000, 38.098700, 48.602700, 30.852500
2018-02-20, 19.636800, , 30.997900, , 33.792300, , 19.596200, , , , 15.595000, 17.717600, 38.308700, 48.676900, 31.118100
2018-02-16, 19.655700, , 31.105000, , 33.932300, , 19.689300, , , , 15.590300, 17.732000, 38.531800, 49.017000, 31.270100
2018-02-15, 19.647400, , 31.073600, , 33.892400, , 19.663300, , , , 15.589100, 17.711400, 38.514000, 48.920300, 31.174300
2018-02-14, 19.602000, , 30.866900, , 33.627700, , 19.490000, , , , 15.588000, 17.681900, 38.045300, 48.417800, 30.933800
2018-02-13, 19.542100, , 30.568700, , 33.242000, , 19.234300, , , , 15.586800, 17.751700, 37.531800, 47.553700, 30.323100
2018-02-12, 19.538600, , 30.556500, , 33.226600, , 19.224200, , , , 15.585700, 17.750300, 37.432100, 47.381900, 30.466200
2018-02-09, 19.481100, , 30.294000, , 32.891200, , 19.004400, , , , 15.582200, 17.770400, 36.916400, 46.869900, 29.986400
